Date,Close,120MA,Normalize,bounded_x,cir_leakage,cir_kappa,cir_kappa_sd,cir_kappa_lb,cir_kappa_ub,cir_kappa_z,garch_kappa,garch_kappa_se,garch_kappa_lb,garch_kappa_ub,garch_kappa_z,cir_theta,cir_theta_sd,cir_theta_lb,cir_theta_ub,cir_theta_z,garch_theta,garch_theta_se,garch_theta_lb,garch_theta_ub,garch_theta_z,cir_sigma,cir_sigma_sd,cir_sigma_lb,cir_sigma_ub,cir_sigma_z,garch_sigma,garch_sigma_se,garch_sigma_lb,garch_sigma_ub,garch_sigma_z
1987-06-26,3138.699951,2783.780830883334,1.1274953531467649,1.1086438495332762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-29,3152.0,2788.6449971416682,1.1302980491352492,1.1200322636380269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-30,3178.199951,2793.962495916668,1.1375241992850258,1.1500074799734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-01,3164.0,2799.059163400001,1.1303798223960038,1.1203664944310283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-02,3229.199951,2804.4366638083347,1.1514611803052277,1.2104881176495823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-03,3226.0,2809.594162991668,1.1482085357712095,1.196042271060526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-06,3220.699951,2814.739162175001,1.1442267881444852,1.1786377451165515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-07,3236.399902,2820.361661766668,1.1475123725702352,1.1929773545423756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-08,3251.399902,2825.665828433334,1.1506668160412694,1.2069408314140015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-09,3226.0,2830.959161358334,1.1395431075212403,1.1585453566283157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-10,3207.199951,2836.200828025001,1.1308084812997343,1.1221203764140282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-13,3216.100098,2841.675828025001,1.131761781650945,1.126031920967932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-14,3253.399902,2847.5991597250004,1.1425062726574862,1.1712099610388735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-15,3262.300049,2854.280826800001,1.1429499222252208,1.1731200056793445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-16,3305.800049,2861.413328025001,1.1553032260745506,1.2278249112464683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-17,3342.100098,2868.1483296583338,1.165246602987972,1.2741406657860437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-20,3386.100098,2875.224997958335,1.1776817815664624,1.3352554590240582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-21,3353.800049,2882.344999183335,1.1635664883802057,1.2661626233311862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-22,3380.399902,2889.811665850001,1.1697647780813765,1.2959164611864464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-23,3366.8000490000004,2896.8349995916687,1.1622339724128496,1.2598801066046794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-24,3343.600098,2903.4208333333354,1.1516071179255496,1.2111411822003006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-27,3346.899902,2909.7683329250012,1.1502289938785533,1.2049910731570659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-28,3337.5,2915.8608337416686,1.1446019512931551,1.1802647468988026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-29,3389.6999509999996,2922.136665850002,1.1600073297783255,1.2494692709760506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-30,3419.3000490000004,2928.3608337416686,1.1676498365917023,1.285664231758712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-07-31,3479.1999509999996,2935.074165850002,1.1853874057020355,1.3750901932933437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-03,3514.3000490000004,2941.7458333333348,1.1946307560561396,1.425067101552656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-04,3531.899902,2948.720833333335,1.1977735776388907,1.4426450690852175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-05,3517.100098,2955.2008341500023,1.1901391124950786,1.4004696237481935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-06,3498.0,2961.395001225002,1.181200075826773,1.3532468983367871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-07,3536.1999509999996,2968.0258341500016,1.1914316615147371,1.4074861915522372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-10,3543.8000490000004,2974.506667075002,1.1913908575921321,1.4072639343338815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-11,3546.5,2980.793332925002,1.1897839279316558,1.398550105857156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-12,3557.399902,2987.092498775002,1.1909239179767217,1.4047240451275458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-13,3514.3000490000004,2993.2466654416685,1.1740763264097542,1.3171481039701196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-14,3512.1999509999996,2998.9533325166685,1.1711419157205172,1.302649120070176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-17,3510.6999509999996,3004.217498775002,1.1685904740357584,1.2902110210604347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-18,3504.899902,3009.689998366668,1.1645385085846307,1.2707705087875625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-19,3450.600098,3014.498331700001,1.1446681067008793,1.180551923407848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-20,3408.0,3019.201664216668,1.128775212464718,1.113828317363451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-21,3446.600098,3023.9408325166687,1.139771010377731,1.1595137429044604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-24,3391.3000490000004,3028.082499183335,1.11994968760416,1.0786123773206098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-25,3447.3000490000004,3032.3174987750012,1.1368532650003318,1.1471861892255957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-26,3526.3000490000004,3037.612500000002,1.1608788313190042,1.2535311429545182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-27,3583.3000490000004,3044.153334558336,1.1771089216568282,1.3323564365794196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-08-28,3611.6999509999996,3050.9291666666686,1.1838032788371842,1.3667703547901389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-01,3644.3000490000004,3057.7950012250017,1.1918065297183214,1.4095303974927935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-02,3635.899902,3065.3349995916687,1.1861345994758603,1.3790386117207103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-03,3654.0,3072.7775004083355,1.189152159410965,1.3951449289612157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-04,3654.5,3080.3141662583357,1.1864049583095382,1.3804711267589762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-07,3646.3000490000004,3088.023333741669,1.1807877256490429,1.3511214479796438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-08,3601.5,3095.789166258335,1.1633544167844228,1.265160108122407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-09,3577.600098,3103.691666666669,1.1526918528741303,1.2160087369925927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-10,3601.0,3111.000000000002,1.1575056252008993,1.2379002193287103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-11,3660.5,3118.826666258335,1.173678563032011,1.3151703869167497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-14,3649.8000490000004,3126.069999183335,1.1675362515725771,1.2851165884964046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-15,3646.899902,3133.0158325166685,1.1640221744652155,1.268320170829074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-16,3646.899902,3139.839164216668,1.161492583302379,1.2564016358345056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-17,3571.399902,3146.0049967333343,1.135217491932904,1.1403409104377742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-18,3650.0,3153.2291625833336,1.1575435250033266,1.2380744909851105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-21,3668.0,3160.4733296583345,1.1605856520221078,1.2521628580341793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-22,3695.5,3168.1449971416682,1.1664554505346558,1.2799205216144838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-23,3763.100098,3176.889164216668,1.1845235711671027,1.3705447527798231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-24,3768.399902,3185.826664216668,1.1828640724013073,1.3618701287421906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-25,3840.100098,3195.249165850001,1.2018155388449825,1.4657159306218082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-28,3884.6999509999996,3205.288332108335,1.211965835362078,1.5261134286807407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-29,3859.5,3215.244999183335,1.2003750883619455,1.4574328949630686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-09-30,3943.600098,3225.361665850002,1.2226846185203593,1.5941199571153215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-10-01,3949.6999509999996,3235.063332108335,1.2209034400652452,1.5824937880436294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-10-02,3902.6999509999996,3244.532499183335,1.202854325540684,1.4717321436411346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-10-05,3947.0,3254.8500000000013,1.2126518887199096,1.5303303416796594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-10-06,3925.3000490000004,3265.324167891669,1.202116496609419,1.467455229667893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-10-07,3936.100098,3275.6783345583362,1.2016137410301335,1.4645513900190612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-10-09,3882.399902,3285.355832925002,1.181728890092079,1.3559792887651736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
