Date,Close,30MA,Normalize,bounded_x,cir_leakage,cir_kappa,cir_kappa_sd,cir_kappa_lb,cir_kappa_ub,cir_kappa_z,garch_kappa,garch_kappa_se,garch_kappa_lb,garch_kappa_ub,garch_kappa_z,cir_theta,cir_theta_sd,cir_theta_lb,cir_theta_ub,cir_theta_z,garch_theta,garch_theta_se,garch_theta_lb,garch_theta_ub,garch_theta_z,cir_sigma,cir_sigma_sd,cir_sigma_lb,cir_sigma_ub,cir_sigma_z,garch_sigma,garch_sigma_se,garch_sigma_lb,garch_sigma_ub,garch_sigma_z
1987-02-13,2740.5,2592.0733153666665,1.0572617617539641,0.8588453128940089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-16,2766.100098,2598.666650333333,1.0644305215696634,0.8816655671273772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-17,2792.100098,2607.066650333333,1.0709738079166518,0.9029593506666278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-18,2801.5,2615.369986933333,1.0711677559949806,0.9035974863686124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-19,2775.800049,2621.7666584999993,1.058751754280119,0.8635457136348227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-20,2827.399902,2629.1099853,1.0754209286825915,0.9176948127431542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-23,2879.0,2638.299983666667,1.091232997696802,0.9719197195186052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-24,2848.199951,2647.8499836666665,1.0756651504311792,0.918510361534415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-25,2873.600098,2656.4733235333333,1.0817349726583627,0.9389964761779516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-26,2843.600098,2664.899991833333,1.0670569652573452,0.8901583927967739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-02-27,2877.899902,2674.8899901999994,1.075894676993734,0.9192774443083596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
