Date,Close,90MA,Normalize,bounded_x,cir_leakage,cir_kappa,cir_kappa_sd,cir_kappa_lb,cir_kappa_ub,cir_kappa_z,garch_kappa,garch_kappa_se,garch_kappa_lb,garch_kappa_ub,garch_kappa_z,cir_theta,cir_theta_sd,cir_theta_lb,cir_theta_ub,cir_theta_z,garch_theta,garch_theta_se,garch_theta_lb,garch_theta_ub,garch_theta_z,cir_sigma,cir_sigma_sd,cir_sigma_lb,cir_sigma_ub,cir_sigma_z,garch_sigma,garch_sigma_se,garch_sigma_lb,garch_sigma_ub,garch_sigma_z
1987-05-13,2833.5,2704.637771244445,1.0476449120564726,0.8084487856584981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-14,2853.899902,2707.811102944445,1.0539508826508244,0.8247561972216092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-15,2872.199951,2711.501101311111,1.0592656405749512,0.8387098843787137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-18,2875.399902,2715.0899902,1.0590440509812316,0.8381242032947053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-19,2881.5,2718.396657955556,1.0599998317269528,0.8406528719122177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-20,2887.300049,2721.509990744445,1.0609184088316372,0.8430891529852765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-21,2871.0,2724.4844346444447,1.053777354530813,0.8243038721618864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-22,2897.600098,2728.2166585000004,1.0620857727601178,0.8461938640424713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-25,2897.600098,2731.357771788889,1.060864353959105,0.8429456223543915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-26,2935.899902,2735.1922145999997,1.073379737748834,0.8767396824879885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-27,2941.600098,2739.229994011111,1.073878463813312,0.8781102953719079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-28,2950.800049,2743.582215688889,1.075528202554367,0.8826575851755482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-05-29,2950.800049,2748.117770700001,1.073753126762239,0.8777656638187932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-02,2934.100098,2753.379994011112,1.065635729315232,0.8556949624140647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-03,2963.0,2759.0811062111115,1.0739082636352502,0.8781922515822238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-04,3023.600098,2764.5222195,1.093715245503383,0.9342081384973387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-05,3064.300049,2770.3822211333336,1.1060928797566525,0.9708762962509144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-08,3068.0,2776.7000000000007,1.104908704577376,0.9673094912502692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-09,3108.600098,2783.635557733333,1.1167410508763869,1.0035339826318683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-10,3097.300049,2790.0055582777777,1.1101411750992745,0.9831669932246786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1987-06-11,3087.5,2795.941113288889,1.1042793374028352,0.9654189653910958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
